en,vi
"You &apos;re about to experience a new , available and exciting technology that &apos;s going to make us rethink how we waterproof our lives .","Các bạn sắp sửa thử một loại kĩ thuật mới và rất thú vị , làm cho chúng ta suy nghĩ lại chúng ta chống thấm nước như thế nào"
Let &apos;s do that . Thank you very much .,Hãy cũng làm điều đó . Cảm ơn rất nhiều .
Thank you .,Xin cảm ơn .
And we have monitored every single one of those trees from space .,Và chúng tôi đã quan sát từng cây từ không gian .
Okay .,Okay .
Imagine what a game changer that would be .,Hãy hình dung đây là một sự thay đổi trò chơi thú vị thế nào .
It &apos;s how we look at it .,Cách chúng ta nhìn nhận nó .
But you can see that it &apos;s extremely faint .,Nhưng bạn có thể thấy là nó rất mờ .
We inspected government buildings .,Chúng tôi kiểm tra các toà nhà chính phủ .
"So , everybody &apos;s betting their life on something , and when I , you know , made a bet , I happened to believe that Jesus was who he said he was .","Thế nên , con người ta đánh cược cuộc sống của họ vào một số thứ , và khi tôi , bạn biết đấy , làm một cuộc đánh cược , tôi đã phải tin rằng Chúa là người mà ông ấy nói chính là ông ấy ."
But potentially more important than this is the tremendous value of the spin-off technology that can come from this project .,"Nhưng tiềm năng , quan trọng hơn thế là giá trị to lớn của công nghệ tuyệt vời từ dự án này ."
I walked into the New York Times offices and did card tricks to everybody .,Tôi bước vào văn phòng New York Times và làm ảo thuật bài với mọi người .
"You can just pull this out , this becomes a rectangle .","Bạn có thể kéo cái này ra , và nó trở thành một hình chữ nhật ."
"Now , when I got this , I was -- press Caps Lock -- absolutely freaked out , okay ?","Khi tôi nhận được tin này , tôi đã -- nhấn phím Caps Lock -- hoàn toàn hoảng loạn , dược chứ ?"
"And I want to begin with one episode from that sequence of events that most of you would be very familiar with , Belshazzar &apos;s feast -- because we &apos;re talking about the Iran-Iraq war of 539 BC .","Và tôi muốn bắt đầu với một tình tiết từ những chuỗi sự kiện đó mà hầu hết các bạn đều rất quen thuộc , yến tiệc Belshazar -- bởi vì chúng ta đang nói về chiến tranh Iran-Iraq năm 539 trước công nguyên ."
"So democracy , as difficult as it is , I believe in it .","Vậy nên dân chủ , dù rất khó đạt được , tôi tin vào nó ."
"The gerontology approach looks much more promising on the surface , because , you know , prevention is better than cure .","Cách phòng lão hoá có vẻ nhiều hứaa hẹn hơn trên bề mặt , bởi vì phòng bệnh luôn tốt hơn chữa bệnh ."
"And it &apos;s spacial modulation -- these are the only technical terms , I &apos;m not going into details -- but this is how we enabled that light source to transmit data .","Và nó là một sự uốn không gian -- đó là những thuật ngữ kỹ thuật duy nhất , tôi không đi vào chi tiết -- nhưng đây là cách mà chúng tôi làm cho nguồn sáng đó truyền tải dữ liệu ."
And then we translated these images .,Và rồi chúng tôi chuyển đổi những bức ảnh .
It &apos;s not .,Không .
"So we tested password meters that were different sizes , shapes , colors , different words next to them , and we even tested one that was a dancing bunny .","Vì thế chúng tôi đã thử nghiệm đủ loại có kích thước , hình dáng , màu sắc khác nhau , tùm lum chữ xoay quanh , và chúng tôi thậm chí đã thử một loại là một chú thỏ nhảy nhót ."
It &apos;s always population growth .,Nó luôn là sự gia tăng dân số .
There is no punishment on personal things like drinking .,Không có hình phạt về những vấn đề cá nhân như uống rượu .
"It &apos;s jet engines , locomotives , gas turbines , medical devices , communicating seamlessly with each other and with us .","Đó là những động cơ phản lực , đầu máy xe lửa , tuốc-bin gas , dụng cụ y tế , giao tiếp liên tục với nhau và với chúng ta ."
Are you ready ? Okay .,Sẵn sàng chưa ? Ok .
I think we should make this even more explicit .,Tôi nghĩ tôi nên khiến cho nó được bộc lộ rõ ràng hơn .
Tolerance is not really a lived virtue ; it &apos;s more of a cerebral ascent .,Khoan dung giờ không còn là đức tính sống nữa ; nó chỉ là một tư tưởng .
"But it had a lockable door , it had privacy , it had water , it had soap so I could wash my hands , and I did because I &apos;m a woman , and we do that .","Nó có cửa khoá được , có sự riêng tư , và có nước có cả xà phòng , cho nên tôi có thể rửa tay , và tôi làm thế là vì tôi là một phụ nữ , và đó là chuyện thường ."
"I was here about four years ago , talking about the relationship of design and happiness .",Tôi đã từng ở đây bốn năm trước để nói về mối quan hệ giữa thiết kế và hạnh phúc .
"So with all this knowledge , I also wanted to get into stunts .","Với tất cả những kiến thức có được , tôi muốn thực hiện một cuộc biểu diễn ."
Thank you very much .,Cám ơn rất nhiều .
Ah ! The children of Darfur .,"À , những đứa trẻ của Darfur"
"That changes everything , right ?",Điều đó sẽ thay đổi tất cả phải không ?
"So , I &apos;m going to argue that this is an illusion -- that the separation between science and human values is an illusion -- and actually quite a dangerous one at this point in human history .",Nên tôi sẽ tranh luận rằng đây là một ảo tưởng -- rằng sự cách biệt giữa khoa và giá trị con người chỉ là một ảo tưởng -- và thực chất là một ảo tưởng nguy hiểm vào thời điểm này trong lịch sử của loài người .
"That intersection I looked at had about 3,000 cars per day in each direction , and so that &apos;s two ounces of gas to accelerate out of .","Đoạn giao nhau này có khoảng 3000 ô tô đi lại một ngày ở mỗi hướng , và mỗi lần tăng tốc tốn 2 ao-xơ xăng ."
What is going to be the future of learning ?,Tương lai của việc học tập sẽ là gì ?
"And it made it possible , in fact , for us to take on this plan .",Điều đó thực ra đã tạo điều kiện cho chúng tôi theo đuổi kế hoạch này .
"Imagine the darkest , emptiest thing you can and cube it a gazillion times and that &apos;s where we are .","Bạn có thể tưởng tượng ra những điều tối tăm , trống rỗng nhât và đóng khối nó trong một gazillion và đó là nơi mà chúng ta tồn tại ."
We are assuming that our societies are going to be based on mistrust .,Giả dụ rằng xã hội của ta sẽ dựa trên sự bất tín .
One is : why isn &apos;t it happening now ?,"Một là , tại sao ko thực hiện nó ngay bây giờ ?"
"Throughout this journey , we have also discovered our passion for science , and are currently continuing research on other fossil fuel chemicals in university .","Suốt hành trình này , chúng tôi tìm thấy niềm đam mê khoa học , và hiện đang tiếp tục nghiên cứu về các hoá chất nhiên liệu hoá thạch khác ở trường đại học ."
They will not disappoint .,Chúng sẽ không thất vọng .
Hundreds of millions of dollars were spent and flowed to accelerating vaccine manufacturing .,hàng triệu đô la được tiêu tốn và chảy vào việc thúc đẩy sản xuất vắc xin
Message number three : don &apos;t leave before you leave .,Thông điệp thứ ba : đừng bỏ trước khi bạn rời đi .
